Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
EVALUACIÓN DEL DESEMPEÑO Y GENERACIÓN Y. VICISITUDES ANTE EL  ESCENARIO GENERACIONAL EN LA ERA DEL CONOCIMIENTO,15/12/2014,Monografía,9002,Tommy Constantino Wittke Tallar,Instituto de Psicologìa Social,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,7
"Psicología positiva, trauma y resiliencia.",15/12/2014,Monografía,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,8939,Maria Panizza,Instituto de Psicología de la Salud,12
La violencia contra la mujer y dispositivos de atención psicológica,15/12/2014,Monografía,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8802,Elina Carril,Instituto de Psicología de la Salud,7
La incidencia de la historia parental en niños y niñas que presentan dificultades de aprendizaje escolar y su importancia en el proceso diagnóstico,15/12/2014,Monografía,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,12
La Psicología Positiva: ¿Un arte del buen vivir?,15/12/2014,Monografía,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,8939,Maria Panizza,Instituto de Psicología de la Salud,10
La trata de mujeres con fines de explotación sexual comercial en Uruguay y la región. Análisis desde la perspectiva de género y derechos humanos,15/12/2014,Monografía,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,9
Factores que intervienen en el consumo del Metilfenidato en la infancia y sus efectos.,15/12/2014,Monografía,8892,Luis Emilio Gimenez Guralnik,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,10
La importancia del Vínculo Temprano: Díada Madre e Hijo.,15/12/2014,Monografía,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,9
Sobre la formación de conceptos musicales de ritmo y altura en estudiantes de piano en escuelas públicas de música,16/12/2014,Pre-proyecto de investigación,8867,Karen Adriana Moreira Tricot,Instituto de Fundamentos y Métodos en Psicología,8961,Alejandro Vasquez Echeverria,Instituto de Psicología Clínica,7
Personalidad psicopática,16/12/2014,Monografía,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,8758,Olga Rochkovski Evdokimoff,Instituto de Fundamentos y Métodos en Psicología,9
Actitudes familiares ante la insercion laboral de la Persona con Discapacidad.¿barreras o facilitadores?,16/12/2014,Pre-proyecto de investigación,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8762,Carina Patricia Santiviago Ansuberro,"Instituto de Psicología, Educación y Desarrollo Humano",8
LA ORIENTACIÓN VOCACIONAL OCUPACIONAL COMO DISEÑO DE UN PROYECTO DE VIDA,16/12/2014,Monografía,9268,Alicia Álvarez De León,Otros,8731,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,9
Una aproximación al estudio de la motivación por el aprendizaje en escolares de Montevideo,16/12/2014,Artículo científico,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,12
Las drogas de hoy y de siempre,16/12/2014,Monografía,8852,Joaquin Rodriguez Nebot,Instituto de Psicología Clínica,8961,Olga Rochkovski Evdokimoff,Instituto de Psicología Clínica,12
el rol del psicólogo en la atención temprana de niños con sindrome de down,16/12/2014,Monografía,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,9
¿quehacer y que hacer? una mirada desde la comunidad terapuetica,16/12/2014,Monografía,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8
“El juego del niño preescolar”,16/12/2014,Monografía,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,12
El amor en el capitalismo. la teoría del reconocimiento de Axel Honneth,16/12/2014,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9322,Ana Fascioli,Otros,9
"""Las transformaciones en el mundo del trabajo y su impacto en la formación de la subjetividad en la hipermodernidad""",16/12/2014,Monografía,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,11
“Adolescencia a través de los tiempos: Problematizando la adolescencia actual”,16/12/2014,Monografía,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,9
"Cultura Migratoria, Estudiantes Universitarios del interior en Montevideo",16/12/2014,Monografía,8935,Monica Elizabeth Olaza Lopez,Instituto de Fundamentos y Métodos en Psicología,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,8
Lo inesperado ante la llegada de un hijo. Un análisis desde lo vincular,16/12/2014,Monografía,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8911,Maria Jose Bagnato Nuñez,Instituto de Fundamentos y Métodos en Psicología,11
Niñ@s en la Primera Infancia testigos de Violencia Doméstica,16/12/2014,Monografía,8773,Ana Cecilia Marotta Mendez,Instituto de Psicologìa Social,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",7
Vínculo temprano: sutilezas en una temporalidad  que acompañarán el resto de la existencia.,16/12/2014,Monografía,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,11
El Test de Wartegg en el ámbito laboral,16/12/2014,Monografía,8948,Maria Nancy Lopez Bango,Instituto de Psicología Clínica,8866,Julia Beatriz Tabo Vazquez,Instituto de Psicología Clínica,3
Construcciones subjetivas de adolescentes embarazadas,16/12/2014,Pre-proyecto de investigación,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8929,Maria Hernandez,Instituto de Psicología Social,4
Aproximaciones Teóricas sobre el Maltrato Infantil Intrafamiliar,16/12/2014,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8933,Maria Susana Martinez Ferreira,Instituto de Fundamentos y Métodos en Psicología,11
Implementación del modelo Quinta Dimensión (5D). Los mundos mágicos de Artemis.,16/12/2014,Artículo científico,8751,Andrea Jimena Viera Gomez,"Instituto de Psicología, Educación y Desarrollo Humano",9000,Monica Elena Da Silva Ramos,Instituto de Psicología Clínica,6
Tratamiento psicoanalítico de las  dificultades de aprendizaje en niños,16/12/2014,Monografía,9000,Maria Susana Martinez Ferreira,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,10
¿Quién abandona? La desvinculación de los jóvenes y adultos en un liceo público nocturno de Montevideo-Uruguay,16/12/2014,Pre-proyecto de investigación,8884,Lis Pérez Martínez,Instituto de Psicologìa Social,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,11
La perspectiva de maestros/as respecto de la participación política de niños/as a través de la experiencia de los Consejos de Participación  en la enseñanza primaria pública,16/12/2014,Pre-proyecto de investigación,8730,Alejandro Fabio Raggio Melognio,Instituto de Psicologìa Social,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,10
Una mirada clínica al niño con “dificultades atencionales e hiperactividad” entre el aula y la familia,16/12/2014,Monografía,9000,Maria Susana Martinez Ferreira,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,10
"Analisis del concepto de narcisismo en el deterioro acelerado de pacientes terminales, desde la perspectiva de André Green",17/12/2014,Monografía,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,8
Desde la perspectiva de la psico-oncología:calidad de vida en pacientes en etapa terminal,17/12/2014,Monografía,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,6
"Aprendizaje: Aportes y actualización de perspectivas, desde los vínculos y sus apuntalamientos.",17/12/2014,Monografía,8779,Claudia Martinez Olhagaray,Instituto de Psicología Clínica,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,9
La integración del psicólogo en el campo de los cuidados paliativos: perspectiva histórica y situación actual.,17/12/2014,Monografía,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,9
Intervención en Psicopedagogía Clínica: fundamentos y análisis.,17/12/2014,Otro,8734,Alicia Maria Kachinovsky Melgar,Instituto de Psicología Clínica,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,12
"Intervención psicológica en el proceso de duelo, luego del acompañamiento de enfermedad terminal: de amor y de muerte",17/12/2014,Monografía,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,7
Entrevista de Juego. Técnica empleada en el análisis con niñ@s.,17/12/2014,Monografía,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,8943,Maria Vilacoba,Instituto de Psicología de la Salud,10
CONSECUENCIAS A LARGO PLAZO EN MUJERES CON   HISTORIA DE ABUSO SEXUAL INFANTIL,17/12/2014,Artículo científico,8802,Elina Carril,Instituto de Psicología de la Salud,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",6
"Diagnósticos y psicofármacos en las infancias escolarizadas: estudios de casos en la ciudad de Maldonado,una mirada desde las redes sociales",17/12/2014,Pre-proyecto de investigación,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8
La terapia focal como herramienta de intervención en los cuidados paliativos del paciente terminal,17/12/2014,Monografía,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,12
Cáncer de mama y psicoterapia de grupo,17/12/2014,Monografía,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,6
Aproximación al duelo en el transcurso de enfermedades terminales: como afecta a la familia,17/12/2014,Monografía,8718,Adriana Gandolfi García,Instituto de Psicología Clínica,8743,Ana Luz Protesoni Vitancurt,Instituto de Psicología Clínica,6
IMPACTOS DEL PERÍODO DE FAMILIARIZACIÓN SOBRE LA PERSONA DEL REFERENTE PEDAGÓGICO,17/12/2014,Pre-proyecto de investigación,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",8
El trabajo del Psicólogo en los Centros Caif de Montevideo,17/12/2014,Pre-proyecto de investigación,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",12
La importancia del juego en la construcción temprana del psiquismo,17/12/2014,Pre-proyecto de investigación,8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",9
La expresión plástica en Educación Inicial. Integración de otras perspectivas para el desarrollo integral de niños y niñas en edades tempranas.,17/12/2014,Monografía,8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",12
"Las TICs:¿Herramientas promotoras del vínculo entre los estudiantes y la Facultad de Psicología, para su permanencia?",17/12/2014,Pre-proyecto de investigación,8918,Maria Virginia Fachinetti Lembo,"Instituto de Psicología, Educación y Desarrollo Humano",8835,Graciela Beatriz Plachot Gonzalez,"Instituto de Psicología, Educación y Desarrollo Humano",10
"Modelos de abordaje de la familia, en el tratamiento de adiccionEstudio comparativo entre tres instituciones de Montevideo.",17/12/2014,Pre-proyecto de investigación,8892,Luis Emilio Gimenez Guralnik,Instituto de Psicología de la Salud,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,8
Prevalencia del Trastorno por Estrés postraumático en Pilotos de Línea Aérea,17/12/2014,Pre-proyecto de investigación,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,8905,Maria Alejandra Arias Lozano,Instituto de Psicología de la Salud,12
El humor puede ser peligroso para la enfermedad,17/12/2014,Monografía,8763,Carlos Parafita,Instituto de Psicología de la Salud,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,10
Cartografía de poder en las prácticas educativas,18/12/2014,Pre-proyecto de investigación,8855,Jorge Alvaro Chavez Bidart,Instituto de Fundamentos y Métodos en Psicología,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,10
Psicoterapia de grupo: La Familia como grupo de abordaje terapéutico.,18/12/2014,Monografía,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,8858,Jorge Maceiras Besnati,Instituto de Psicologìa Social,7
La intervención de lo educativo en el acontecer actual; condicionamientos intervinientes en la trazabilidad de posibles Proyectos de Vida.,18/12/2014,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8778,Claudia Lema Gleizer,"Instituto de Psicología, Educación y Desarrollo Humano",10
Procesos de generación de autonomía en los jóvenes que emigran del interior hacia Montevideo para dar comienzo a la vida universitaria,18/12/2014,Monografía,8858,Jorge Maceiras Besnati,Instituto de Psicología Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,9
Dispositivo grupal para abordar trastornos de la ansiedad generalizada a través de la psicoterapia corporal bionergética.,18/12/2014,Otro,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,8805,Enrico Irrazabal Juanicotenea,Instituto de Psicologìa Social,8
"Dentro del manicomio: del encierro a la belleza, pasando por la alteridad y la liberación.",18/12/2014,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8855,Jorge Alvaro Chavez Bidart,Instituto de Fundamentos y Métodos en Psicología,12
¿Incide el lugar de donde somos en nuestra elección estética y en la forma en que miramos un cuadro?,18/12/2014,Artículo científico,9239,Ana Cristina De Oliveira Tomé Lopes Pires,Centro de Investigación Básica en Psicología,8867,Karen Adriana Moreira Tricot,Instituto de Fundamentos y Métodos en Psicología,9
